Country	Long	Lat
Mauritania	-10.3527880998837	20.2288384920755
Montserrat	-62.1884898215313	16.7270100188954
Malta	14.3733306668751	35.9353318879619
Mauritius	57.9520425205734	-19.6504729281534
Maldives	73.215005263878	3.1662438083736
Malawi	34.2992257656894	-13.2150186559073
Mexico	-102.186490842524	23.9221158917818
Malaysia	109.709323578812	3.80906974130181
Mozambique	35.6218378952024	-17.1906012639881
Namibia	17.2083219057906	-22.0848980752832
New Caledonia	165.700888584084	-21.3106266308389
Niger	9.34332625836205	17.408250768105
Norfolk Island	167.947540916956	-29.0350469422823
New Zealand	172.874971584342	-41.6772598471352
Oman	56.0705616940257	20.5752855080077
Panama	-80.1219759401847	8.52468685416823
Philippines	122.89471734391	11.717906763298
Puerto Rico	-66.4751775278566	18.2223578623523
Palestine	35.2054413037081	31.904837968908
Portugal	-8.56387360538316	39.5907750809058
Palau	134.027167462998	6.78811792725693
Paraguay	-58.4364142892139	-23.2124621310469
Qatar	51.1998207893543	25.274272808802
Romania	24.9935042743116	45.8346959191628
French Polynesia	-145.11435972753	-16.0733519692525
Pakistan	68.6931527814168	29.3524921389654
Poland	19.4288223827714	52.1095846940299
Saint Pierre and Miquelon	-56.3288563687743	46.9618540040262
Pitcairn Islands	-128.32326590274	-24.3727697449314
Liberia	-9.31086665423252	6.44954952197983
Lesotho	28.258840213536	-29.5766526019345
Lithuania	23.9121823689933	55.3377695112659
Luxembourg	6.09922279143352	49.7747384783457
Papua New Guinea	145.233449730974	-6.47612589803566
Latvia	24.9350997866234	56.8621664938758
Libya	18.0898797699711	27.0115010626288
Morocco	-6.35551537162055	31.8295653513214
Monaco	7.42373872918088	43.738020734286
Moldova	28.4749379322084	47.1889939815039
Montenegro	19.2516541494391	42.7839585614182
Madagascar	46.7385626024429	-19.329868367199
Marshall Islands	168.874227567379	8.1552496043839
North Macedonia	21.7040334318658	41.602121045615
Mali	-3.57064599075361	17.3123946062684
Russian Federation	95.8359068911231	66.0496133379402
Rwanda	29.9282393756814	-1.99351364510403
Saudi Arabia	44.6710211934944	24.089696163955
Solomon Islands	159.494479162261	-8.81169839709554
Tajikistan	71.0475309232457	38.5308923820614
Tokelau	-172.498876753369	-8.56092021802036
Timor-Leste	125.866764597233	-8.8185751168933
Turkmenistan	59.4723094790685	39.1207049687679
Tunisia	9.58103049593732	34.0792978540894
Tonga	-174.875404803239	-19.6623834461866
Turkey	35.1830422105642	39.1354747836021
Trinidad and Tobago	-61.2652766522645	10.463561068737
Tuvalu	176.631768839525	-6.44737318677224
United Republic of Tanzania	34.8043565645011	-6.25871297711821
Ukraine	31.4745782328475	49.0337195252867
Uganda	32.3956493372341	1.28152157475122
United States Minor Outlying Islands	-175.340110552234	16.5125398486311
Uruguay	-56.0250718473515	-32.7941135840651
Uzbekistan	63.3244139934577	41.7807330257643
Vatican City	12.4485448332597	41.9046579887995
Saint Vincent and The Grenadines	-61.2353298590061	13.1372678486529
United Kingdom	-2.79573486573753	54.0546579693357
Vietnam	106.358602429099	16.5234815081394
Vanuatu	167.671493629498	-16.0906301968015
Wallis and Futuna	-177.141830592413	-13.7822765011099
Samoa	-172.168647808088	-13.7438769695216
Paracel Islands	112.340765199395	16.833590697987
Spratly Islands	114.285224713078	11.0525085971872
Aksai Chin	79.1286598682067	35.02620962825
Arunachal Pradesh	94.3289673323627	28.1286994020409
China/India	79.2701708117338	31.9249205545522
Hala'Ib Triangle	35.5091173202278	22.3672917958965
Ilemi Triangle	35.0367772885979	4.75543072363052
Jammu Kashmir	75.8254663331855	34.5501867938926
Kuril Islands	147.204555773913	44.7175746538937
Navassa Island	-75.0148180853232	18.403762931142
United States	-103.66698469003	44.7803600852342
Zimbabwe	29.8645341404386	-18.9956316050202
Venezuela	-66.1443975164802	7.1326166929032
British Virgin Islands	-64.5896986295826	18.4395605836369
Us Virgin Islands	-64.8355018677299	17.9552874486983
Seychelles	43.4084188481935	-3.92676516844924
Sudan	29.9269343872279	16.00203812538
Sweden	16.2911087975035	62.3615077455928
Singapore	103.817907089262	1.36357521013972
Saint Helena, Ascension and Tristan Da Cunha	-10.2609921580116	-23.8392046070848
Slovenia	14.8217681813933	46.1247102712154
Svalbard and Jan Mayen	17.9065736999658	78.7701711058941
Slovakia	19.4759674943497	48.7121977350416
Sierra Leone	-11.792857085314	8.5566329628851
San Marino	12.458781580894	43.9372801471205
Senegal	-14.468144492888	14.3558161434119
Somalia	45.8485330932863	6.04959594783968
Suriname	-55.9092984429001	4.12963106717384
South Sudan	30.3270792995329	7.28740893053353
São Tomé and Príncipe	6.722310364568	0.442443667700593
El Salvador	-88.8672832236167	13.7317849581725
Sint-Maarten	-63.054451813246	18.035138997925
Syria	38.4879757524806	35.0082149869296
Eswatini	31.5043226320939	-26.5583276118786
Turks and Caicos Islands	-71.9377679784349	21.8039909154873
Chad	18.6524228488819	15.2860774541918
French Southern and Antarctic Lands	68.7671019635512	-49.1093543258594
Togo	0.979301065638373	8.53078198182707
Thailand	101.004625216696	15.0562581042512
Scarborough Reef	117.772439353926	15.1639539324887
Senkaku Islands	123.571956817548	25.8299480604684
Bassas Da India	46.3808872852922	-16.6984301314673
Abyei	28.4018671501235	9.76622959661301
Bir Tawil (Disputed Territory)	33.6916537172988	21.8937661286777
Yemen	47.5762045308792	15.9087625209787
South Africa	25.2026819264965	-28.9804628588539
Zambia	27.8314442265002	-13.4584347875051
